,Parents' Occupation,Child's Nursery,Form of the family,Children,Housing condition,Finance standing,Social condition,Health condition,Final Evaluation
9469,0,3,1,2,2,0,2,0,0
9470,2,1,1,1,2,1,2,0,0
9471,1,0,0,2,0,0,2,2,4
9472,1,0,0,2,2,0,1,0,0
9473,2,3,1,3,2,1,0,2,3
9474,2,4,2,2,1,1,0,1,3
9475,0,4,2,3,1,1,0,2,4
9476,0,4,2,2,1,0,0,0,0
9477,2,1,1,1,2,1,1,1,3
9478,2,4,2,0,2,1,2,2,3
9479,2,4,2,0,0,1,0,1,3
9480,2,1,0,2,2,1,1,2,3
9481,1,2,2,3,0,1,0,1,4
9482,0,1,0,1,0,1,2,1,4
9483,2,2,1,0,0,1,0,0,0
9484,1,2,1,0,2,1,0,0,0
9485,1,2,1,1,2,0,1,2,4
9486,2,2,2,1,1,1,2,0,0
9487,1,2,2,0,1,1,2,0,0
9488,0,0,2,3,1,1,1,1,4
9489,1,1,0,1,2,1,1,2,4
9490,1,3,2,3,0,1,1,2,3
9491,1,3,2,0,1,1,2,2,3
9492,1,0,1,1,0,1,2,1,4
9493,0,4,2,3,2,0,1,1,3
9494,1,3,1,2,1,0,0,0,0
9495,1,3,2,0,1,0,0,0,0
9496,2,3,0,0,1,1,0,0,0
9497,2,3,2,1,2,1,2,0,0
9498,0,2,2,3,0,0,0,0,0
9499,2,4,1,3,2,1,2,2,3
9500,2,2,2,1,0,0,0,0,0
9501,1,2,2,2,0,0,0,1,4
9502,1,2,2,0,2,1,0,1,3
9503,0,3,1,1,0,1,0,2,4
9504,0,0,1,3,1,1,1,2,4
9505,1,1,1,2,2,0,0,1,4
9506,2,1,1,3,1,0,2,2,4
9507,2,0,1,2,2,0,0,0,0
9509,2,1,1,2,1,0,0,2,4
9511,1,0,0,1,2,0,0,0,0
9512,1,1,0,2,1,1,1,0,0
9513,1,0,1,3,1,1,0,2,4
9514,1,2,0,3,1,1,2,1,3
9515,1,0,2,1,0,0,0,0,0
9516,1,4,0,1,0,0,0,2,3
9517,0,1,1,2,0,0,0,0,0
9518,2,4,2,0,1,0,1,2,3
9519,0,0,0,3,1,0,2,2,4
9520,0,0,2,2,1,0,1,1,3
9521,0,2,2,1,2,0,1,0,0
9522,2,0,2,0,2,0,2,1,4
9523,1,0,1,1,2,1,0,2,4
9524,2,0,2,3,1,1,1,2,4
9525,2,2,1,3,1,1,1,2,3
9526,0,1,2,2,0,1,2,1,4
9527,1,2,1,1,2,0,0,1,4
9528,1,2,2,2,1,0,1,0,0
9529,2,0,1,2,1,1,0,2,4
9530,2,3,2,2,1,0,1,0,0
9531,1,4,2,0,1,1,1,0,0
9532,1,1,2,2,1,1,1,0,0
9533,1,2,0,3,0,1,1,1,3
9534,1,3,2,0,1,0,1,1,3
9535,2,4,0,2,0,0,1,1,3
9536,0,4,2,2,2,0,2,1,3
9537,2,1,0,2,2,0,1,0,0
9538,1,4,2,3,0,1,1,2,3
9539,2,2,2,2,0,1,2,2,3
9540,2,2,1,3,1,1,2,1,3
9541,2,0,1,1,1,1,2,1,4
9542,0,2,2,1,0,1,0,1,4
9543,2,0,1,0,1,1,2,1,4
9544,1,0,2,2,0,1,2,1,4
9545,2,2,2,3,0,0,1,0,0
9546,1,2,1,0,1,1,1,0,0
9547,0,2,0,2,2,0,2,0,0
9548,0,0,2,3,2,0,0,0,0
9549,2,4,0,1,2,1,0,1,3
9550,1,0,2,0,1,0,2,0,0
9551,1,4,2,3,2,1,2,0,0
9552,1,3,0,2,0,0,0,0,0
9553,1,0,2,3,2,1,0,0,0
9555,2,0,2,1,0,0,1,1,4
9556,0,2,0,1,1,1,0,2,4
9557,1,4,2,0,1,0,1,2,3
9558,1,0,0,3,1,0,0,2,4
9559,2,3,1,1,0,0,0,2,3
9560,1,4,2,1,1,0,0,2,3
9562,1,1,2,3,0,0,1,2,4
9563,2,3,2,2,1,0,1,1,2
9564,1,3,1,1,2,1,1,2,3
9565,0,0,1,1,2,1,1,1,3
9566,1,0,2,0,2,0,2,1,4
9567,1,2,2,3,2,1,2,2,3
9568,1,0,2,3,2,1,1,2,4
9569,1,4,2,2,1,1,1,1,2
9570,0,2,2,2,1,1,0,2,4
9571,1,3,2,0,2,1,2,0,0
9572,2,4,0,1,2,1,2,2,3
9573,0,4,2,2,2,0,1,1,3
9574,2,0,2,3,0,1,1,1,4
9575,2,0,2,0,0,0,0,0,0
9576,2,3,2,2,2,1,2,2,3
9577,0,2,2,0,2,0,1,1,4
9578,2,1,0,0,2,1,2,0,0
9579,1,4,2,1,2,0,0,2,3
9580,2,4,1,1,0,1,0,2,3
9581,0,1,1,1,1,0,1,2,4
9582,1,1,0,1,2,1,2,2,4
9583,2,3,0,2,0,1,0,0,0
9584,2,4,1,2,0,0,1,0,0
9585,1,0,0,3,1,1,1,0,0
9586,1,3,2,2,0,1,0,1,3
9587,1,3,1,2,1,0,1,1,3
9588,1,1,2,0,0,1,1,1,4
9589,2,4,2,2,1,1,2,1,2
9590,1,4,1,1,2,0,2,0,0
9591,2,0,0,3,1,1,2,2,4
9592,0,4,2,1,1,0,0,0,0
9593,0,3,0,1,1,1,1,1,3
9594,1,1,2,0,2,0,2,0,0
9595,0,3,0,0,2,0,1,0,0
9596,1,1,2,3,1,0,2,1,4
9597,1,4,2,3,2,0,0,1,3
9598,2,4,1,3,1,1,2,1,3
9600,1,3,1,1,2,0,0,2,3
9601,0,1,2,2,0,1,0,1,4
9602,0,1,1,2,2,0,0,1,4
9603,1,0,0,0,1,0,2,0,0
9604,0,4,2,3,1,0,2,2,4
9605,2,3,0,3,1,0,1,1,3
9606,2,2,1,0,2,1,1,1,2
9607,1,4,1,1,2,1,0,1,3
9608,1,0,0,2,1,0,2,2,4
9609,1,0,0,3,0,0,1,0,0
9610,2,0,1,1,1,0,2,0,0
9611,1,2,1,1,0,0,2,0,0
9612,2,2,0,2,1,0,1,0,0
9613,2,4,2,2,1,0,0,2,3
9614,2,3,1,1,1,0,2,0,0
9615,2,1,2,2,0,0,2,0,0
9616,0,0,1,3,1,1,2,2,4
9617,2,0,2,2,1,0,0,2,4
9618,1,1,2,1,1,1,1,1,3
9620,0,3,2,0,0,1,1,1,3
9621,0,2,2,0,0,0,1,1,4
9622,0,1,1,3,0,1,2,1,4
9623,2,0,1,3,2,0,1,2,4
9624,1,0,2,2,2,0,1,1,3
9625,0,2,0,1,2,1,2,1,3
9626,0,4,2,3,1,1,0,0,0
9627,0,3,1,0,2,0,0,0,0
9628,2,1,1,3,1,0,1,1,3
9629,1,3,1,1,1,1,0,1,3
9630,0,0,0,0,1,1,0,2,4
9631,2,0,2,0,1,1,1,0,0
9632,2,0,2,0,2,1,2,1,3
9633,1,4,0,2,1,0,2,0,0
9634,2,1,0,2,0,1,0,0,0
9635,0,2,1,0,2,0,0,2,4
9636,0,1,1,3,0,1,0,2,4
9637,2,0,2,1,2,0,2,0,0
9638,1,3,2,0,1,0,0,0,0
9639,0,4,1,2,1,1,2,1,3
9640,1,2,0,0,0,0,2,1,3
9641,1,4,1,0,1,1,0,0,0
9642,2,3,0,0,2,0,1,1,3
9643,2,2,1,1,0,1,2,0,0
9644,1,4,2,1,0,1,1,0,0
9645,2,3,2,1,2,0,2,1,2
9646,1,2,0,0,0,1,0,0,0
9647,1,4,1,3,0,1,1,2,3
9648,1,2,0,2,2,1,0,0,0
9649,2,4,2,3,2,0,1,0,0
9650,1,4,2,2,0,1,0,2,3
9651,1,0,2,3,2,0,1,0,0
9652,2,1,1,3,2,0,1,0,0
9653,0,2,2,3,1,1,2,1,4
9654,0,0,1,0,1,1,0,1,4
9655,2,4,2,2,1,0,1,0,0
9656,0,1,1,0,0,0,1,2,4
9657,2,4,1,2,1,0,2,1,3
9658,2,4,1,0,0,0,0,0,0
9659,1,3,0,1,1,0,0,2,3
9660,0,0,1,0,1,0,0,0,0
9661,1,1,1,1,1,1,0,0,0
9662,1,1,2,3,2,1,0,2,4
9663,0,1,1,3,2,1,1,1,3
9664,0,3,2,2,0,1,1,2,4
9665,0,2,2,1,1,1,0,1,4
9666,0,0,1,0,0,0,2,0,0
9667,0,0,0,3,1,1,0,0,0
9668,1,1,2,3,0,0,2,2,4
9669,1,3,2,3,0,0,2,1,3
9670,1,0,2,1,2,1,2,2,3
9671,1,3,2,1,1,1,2,1,2
9672,2,2,1,0,0,1,2,1,3
9673,0,0,2,0,2,1,2,0,0
9674,1,0,2,3,2,1,2,0,0
9675,0,4,2,3,2,1,2,1,3
9676,0,3,2,2,1,0,0,1,3
9677,1,4,2,3,2,1,0,2,3
9678,0,3,1,0,1,0,0,1,4
9679,2,1,0,1,2,0,2,2,3
9680,1,4,0,3,1,0,0,2,3
9681,1,1,2,3,2,1,1,2,4
9682,1,2,2,2,2,0,2,2,3
9683,1,0,0,2,2,1,0,0,0
9684,2,0,1,2,1,1,2,0,0
9685,0,1,2,2,0,0,1,2,4
9686,0,4,0,1,2,0,0,2,3
9687,0,2,1,1,0,0,0,2,4
9688,1,2,1,2,2,0,2,1,3
9689,1,3,2,1,0,1,0,2,3
9690,0,1,2,0,0,1,0,0,0
9691,1,3,0,0,0,1,0,0,0
9692,0,3,2,2,0,1,0,1,4
9693,1,2,1,2,0,0,1,2,4
9694,1,1,1,0,2,0,0,0,0
9696,2,4,0,0,1,0,1,1,3
9697,0,3,0,2,2,1,0,1,3
9698,1,4,2,2,2,0,2,1,2
9699,1,1,0,3,0,1,2,2,4
9700,1,4,2,3,2,1,2,1,2
9701,0,2,2,2,0,0,0,1,4
9702,2,4,2,1,1,1,0,1,3
9703,0,4,0,0,0,1,1,2,4
9704,0,0,2,0,1,0,1,0,0
9705,1,1,1,2,1,1,2,2,4
9706,1,2,2,1,2,1,1,2,3
9707,0,3,2,0,1,0,0,0,0
9708,1,2,2,2,2,0,2,0,0
9709,1,0,1,0,1,0,2,0,0
9710,1,0,0,0,1,0,1,0,0
9711,2,0,2,0,2,1,0,0,0
9712,2,4,2,0,1,0,2,1,3
9713,0,4,0,1,0,0,2,1,3
9714,0,4,2,3,1,0,0,2,4
9715,0,3,0,2,1,1,1,1,3
9716,2,4,1,0,0,0,2,1,3
9717,0,4,2,0,2,1,2,1,3
9718,0,3,0,0,0,0,2,2,4
9719,0,1,2,1,0,0,0,1,4
9720,2,1,1,3,0,1,0,0,0
9721,1,3,0,1,2,1,0,0,0
9722,1,1,2,2,2,1,1,0,0
9723,0,2,0,2,2,1,0,2,4
9724,2,3,0,3,1,0,0,0,0
9725,1,1,2,3,1,0,1,0,0
9726,2,3,2,3,2,0,0,2,3
9727,1,4,2,3,2,0,0,0,0
9728,0,1,1,1,2,0,0,0,0
9729,1,3,0,1,2,0,2,0,0
9730,2,1,2,0,1,0,2,0,0
9731,0,1,2,1,2,0,0,1,4
9732,1,4,0,2,1,1,2,1,3
9733,1,0,0,1,0,1,0,2,4
9734,2,0,2,1,2,1,2,2,3
9735,2,2,0,2,1,1,2,1,3
9736,1,1,2,2,2,1,2,0,0
9737,1,2,0,3,0,0,2,2,4
9738,0,3,0,1,2,1,1,0,0
9739,2,4,0,0,1,1,1,2,3
9740,1,4,2,3,0,1,2,2,3
9741,0,4,2,1,1,1,2,0,0
9742,2,1,2,1,2,1,0,2,3
9743,0,4,2,1,2,0,1,2,3
9744,2,1,0,1,1,1,1,1,3
9745,1,1,1,3,0,1,0,1,4
9746,1,3,2,0,2,1,0,1,3
9747,0,4,2,0,0,0,2,1,3
9748,0,2,2,2,2,1,0,0,0
9749,0,3,2,0,1,1,1,2,4
9750,2,1,1,2,0,1,2,1,3
9751,2,2,1,2,0,1,0,2,3
9753,1,2,2,2,0,1,1,0,0
9754,0,4,2,0,0,1,0,1,4
9755,2,1,2,3,0,0,1,2,4
9756,0,2,2,0,1,0,2,0,0
9757,2,1,2,0,1,1,1,0,0
9758,1,1,1,2,0,1,1,0,0
9759,2,4,0,1,2,0,2,0,0
9760,0,0,0,0,0,0,1,2,4
9761,2,3,2,1,0,0,1,1,3
9762,2,0,0,3,1,1,1,2,4
9763,0,4,2,2,0,1,2,0,0
9764,0,3,2,1,1,0,1,2,3
9765,0,2,1,2,1,1,1,1,4
9766,0,4,2,1,1,1,0,1,3
9769,1,3,2,1,2,1,0,2,3
9770,1,0,2,3,2,0,0,0,0
9771,2,0,2,3,2,1,1,1,3
9772,0,2,2,2,0,0,2,2,4
9773,0,3,1,0,0,0,2,2,4
9774,0,4,1,1,0,0,1,1,3
9775,2,3,1,1,2,1,2,2,3
9776,0,4,2,2,1,1,2,1,3
9777,0,0,0,0,1,0,0,0,0
9778,1,2,2,3,2,1,2,2,3
9779,2,0,1,2,2,1,1,1,3
9780,1,2,0,3,0,0,2,1,3
9781,0,1,2,1,2,1,1,1,3
9782,0,4,2,1,0,0,0,0,0
9783,0,0,2,3,1,0,1,2,4
9784,0,0,1,1,2,1,1,0,0
9785,2,1,0,2,1,0,1,2,4
9786,2,1,2,1,0,1,0,0,0
9787,0,4,2,3,0,1,2,2,4
9788,1,3,1,0,1,0,1,2,3
9789,0,4,2,0,2,0,1,2,4
9790,1,0,2,3,1,1,1,0,0
9791,2,1,0,1,0,0,1,2,4
9792,0,2,1,0,1,1,1,2,4
9793,1,2,0,1,1,0,2,0,0
9794,2,0,0,3,1,0,2,0,0
9795,1,2,2,3,0,1,1,0,0
9796,1,4,0,3,0,0,2,2,3
9797,1,2,2,2,2,0,1,0,0
9798,0,2,0,3,1,1,1,2,4
9799,0,0,2,0,1,0,0,0,0
9800,2,4,1,3,1,0,0,1,3
9801,1,2,2,0,2,1,1,1,3
9802,1,3,2,3,1,1,1,0,0
9803,1,1,2,1,1,0,0,0,0
9804,2,4,2,0,2,1,0,2,3
9805,1,1,2,1,0,1,1,0,0
9806,0,4,2,0,2,1,2,1,3
9807,2,3,0,3,0,1,1,2,3
9808,0,4,2,2,1,1,0,1,3
9809,1,0,2,3,0,1,0,0,0
9810,1,1,2,0,0,1,0,2,4
9811,2,0,2,0,1,0,0,2,4
9812,2,1,0,2,2,0,1,2,4
9814,2,3,1,2,2,1,1,2,3
9815,1,1,2,0,1,1,0,0,0
9816,1,3,1,2,2,1,0,0,0
9817,2,3,2,2,1,0,2,1,2
9818,2,4,1,2,1,0,2,0,0
9819,1,2,1,3,2,1,0,1,3
9820,1,1,2,2,2,1,1,0,0
9821,2,1,2,0,1,0,2,1,3
9822,1,3,1,0,2,1,2,1,2
9823,0,3,2,2,0,0,1,2,4
9824,1,2,2,1,0,1,1,0,0
9825,2,4,0,3,1,0,1,2,3
9826,1,4,2,1,1,0,2,2,3
9827,1,2,1,3,0,1,2,0,0
9828,0,1,2,1,2,0,1,2,4
9829,2,2,2,2,2,0,1,1,2
9830,0,0,2,3,2,0,1,0,0
9831,1,4,1,1,2,0,2,1,3
9832,0,1,2,3,2,1,1,1,3
9833,0,2,2,1,1,1,2,1,3
9834,2,3,2,0,1,0,0,0,0
9835,1,1,1,1,0,1,1,0,0
9836,2,2,2,2,0,1,1,2,3
9837,1,0,1,1,2,0,0,1,4
9838,1,2,0,0,1,0,0,2,4
9839,1,3,2,3,1,0,1,2,3
9840,1,3,2,2,0,1,1,2,3
9841,1,2,2,0,2,0,2,1,3
9842,2,0,1,0,2,0,2,2,4
9843,1,3,2,0,1,0,0,2,3
9844,2,4,1,1,0,1,0,0,0
9845,1,1,1,1,2,0,2,0,0
9846,1,4,2,3,2,0,2,2,3
9847,1,0,0,3,1,0,1,1,4
9848,0,2,2,0,1,1,0,2,4
9849,2,3,2,3,0,1,1,1,3
9850,2,2,0,1,2,0,0,2,3
9851,2,1,0,2,2,1,2,2,3
9852,1,1,0,0,1,1,0,1,4
9853,0,1,0,0,1,0,2,0,0
9854,2,4,2,0,2,1,2,1,2
9855,1,3,2,0,2,1,1,0,0
9856,0,0,1,2,2,1,1,0,0
9857,1,1,2,0,1,1,2,1,4
9858,1,3,2,3,2,0,0,2,3
9859,2,2,2,1,2,0,2,1,2
9860,0,4,0,1,2,1,2,1,3
9861,1,3,0,3,0,0,2,0,0
9862,2,2,1,2,2,0,0,1,3
9863,2,1,1,2,0,0,2,1,3
9864,2,2,2,0,1,0,0,2,3
9865,1,2,2,1,0,0,1,0,0
9866,0,3,1,2,2,0,1,1,3
9867,1,4,2,3,1,0,1,2,3
9868,0,4,2,1,2,1,1,0,0
9869,0,4,2,1,1,1,0,2,3
9870,2,2,2,0,2,1,1,1,2
9871,2,3,1,2,2,0,2,1,3
9872,0,0,1,3,0,1,1,0,0
9873,2,0,2,0,0,0,2,1,4
9874,0,3,1,1,2,0,0,0,0
9875,0,4,1,0,0,0,1,0,0
9876,2,3,2,3,0,0,1,1,3
9877,0,1,0,2,1,1,0,2,4
9878,0,1,2,0,2,0,0,2,4
9879,1,4,1,1,1,1,2,0,0
9880,1,2,2,2,0,0,2,2,4
9881,1,0,2,2,2,0,2,0,0
9882,2,2,0,3,0,1,0,2,3
9883,1,1,0,1,0,0,0,1,4
9884,2,1,2,0,2,0,1,2,4
9885,0,1,2,3,0,1,2,0,0
9886,2,0,2,0,0,1,1,2,4
9887,2,0,2,2,0,0,1,2,4
9888,1,1,2,3,1,0,2,1,4
9889,1,4,1,2,2,0,2,1,3
9890,2,1,2,1,0,1,2,1,3
9891,2,0,1,3,2,0,1,1,4
9892,0,1,0,0,0,0,0,2,4
9893,2,2,1,2,0,1,2,0,0
9894,2,4,0,2,2,0,2,1,3
9895,2,4,1,2,2,0,0,1,3
9896,2,3,2,0,2,0,2,0,0
9897,2,1,0,3,2,1,2,2,3
9898,2,3,1,3,2,0,1,2,3
9899,2,1,2,0,0,0,1,0,0
9900,2,0,0,3,1,1,0,1,4
9901,1,3,2,1,0,1,2,0,0
9902,1,0,0,0,1,1,1,1,4
9903,1,1,2,0,1,1,2,0,0
9904,1,2,1,1,2,1,0,2,3
9905,1,2,2,0,0,1,2,0,0
9906,0,1,1,2,2,1,2,1,3
9907,2,4,1,2,1,1,2,0,0
9908,0,1,0,3,0,1,0,0,0
9910,1,0,2,3,1,0,0,0,0
9911,1,1,1,0,2,1,0,1,4
9912,0,1,2,0,1,0,0,2,4
9913,2,0,1,0,2,1,0,2,4
9914,2,3,2,0,0,1,0,0,0
9915,2,0,1,1,1,1,2,2,4
9916,0,2,2,3,2,0,1,1,4
9917,0,0,2,0,0,0,1,2,4
9918,0,1,0,0,0,0,2,0,0
9919,1,4,1,1,1,0,1,1,3
9920,2,0,2,1,0,0,0,2,4
9921,2,0,0,3,2,1,1,2,4
9922,0,4,2,2,2,1,1,1,3
9923,2,2,0,3,2,0,0,0,0
9924,0,2,1,0,2,0,2,2,4
9925,1,2,1,0,1,0,0,1,4
9926,0,3,2,1,1,0,2,0,0
9927,0,1,0,3,2,0,2,2,4
9928,2,3,2,1,1,0,2,1,2
9929,2,4,2,2,1,1,1,2,3
9930,0,0,1,2,1,1,0,2,4
9931,0,2,1,1,2,1,1,1,3
9932,1,4,2,0,0,1,1,2,3
9933,0,2,2,0,1,1,0,2,4
9934,1,2,2,2,2,1,0,2,3
9935,0,2,2,2,0,1,1,0,0
9937,0,1,0,0,0,1,0,2,4
9938,2,1,1,2,1,0,2,1,3
9939,1,0,2,1,2,0,1,0,0
9940,2,4,0,1,0,0,1,1,3
9941,2,0,0,3,0,1,1,2,4
9942,1,2,2,1,2,0,1,1,3
9943,0,4,1,3,0,1,1,2,4
9944,1,1,2,1,0,0,2,2,4
9945,1,0,2,0,2,1,2,2,4
9946,0,0,0,2,0,0,0,0,0
9947,2,1,1,1,1,1,2,0,0
9948,2,3,2,0,1,1,0,2,3
9949,0,2,0,0,2,0,0,1,4
9950,1,4,2,0,0,1,0,0,0
9951,0,0,1,0,0,1,2,0,0
9952,2,0,2,3,0,0,2,1,4
9953,0,2,2,3,2,0,2,1,4
9954,1,2,2,3,1,0,1,0,0
9955,1,1,1,0,1,1,1,0,0
9956,0,4,2,3,1,0,1,1,3
9957,1,3,2,0,1,0,1,2,3
9958,1,2,2,2,2,0,1,2,3
9959,1,0,1,1,1,1,2,2,4
9960,2,1,2,1,1,1,0,0,0
9961,2,4,2,3,0,1,1,0,0
9962,1,4,2,0,0,0,1,2,3
9963,0,4,2,1,2,1,0,1,3
9964,0,4,2,1,0,1,0,0,0
9965,0,4,1,0,1,1,1,1,3
9966,1,4,2,1,1,0,0,0,0
9967,2,4,2,2,2,1,0,1,3
9968,1,2,1,2,2,1,1,1,3
9969,0,3,2,1,1,1,2,2,3
9970,2,4,2,0,1,1,1,2,3
9971,2,0,0,1,2,0,0,0,0
9972,1,3,2,0,2,0,1,2,3
9973,2,4,1,0,2,0,2,0,0
9974,1,2,1,2,1,0,0,0,0
9975,2,4,2,2,2,0,0,1,3
9976,0,1,2,1,2,0,2,1,3
9977,1,3,1,0,0,1,1,1,3
9978,0,1,2,0,1,0,2,2,4
9979,0,0,1,3,1,0,1,2,4
9980,0,3,1,1,2,0,1,2,4
9981,0,0,2,3,1,1,1,0,0
9982,2,2,2,2,1,0,0,0,0
9983,0,0,2,0,2,1,1,0,0
9984,1,2,1,3,2,0,2,0,0
9985,0,4,2,0,0,0,0,2,4
9986,1,4,2,2,1,0,2,2,3
9987,0,3,1,2,1,1,1,1,3
9988,1,2,0,3,0,1,0,1,4
9989,2,4,1,0,2,1,2,0,0
9990,1,0,1,3,2,0,1,2,4
9991,1,1,1,3,0,1,2,2,4
9992,2,3,0,1,0,1,1,1,3
9993,2,0,1,3,1,0,1,2,4
9994,1,2,2,2,0,1,1,1,3
9995,2,2,1,0,1,1,2,1,3
9996,1,4,1,1,0,1,0,2,3
9997,1,4,1,2,2,1,0,2,3
9998,1,1,1,0,2,0,1,2,4
9999,1,2,0,2,2,0,1,1,3
10000,1,1,0,1,2,1,1,0,0
10001,0,4,2,3,2,0,0,2,4
10002,1,0,1,0,1,0,1,0,0
10003,1,1,2,2,0,0,1,2,4
10004,1,2,2,2,0,0,0,1,4
10005,0,4,2,2,0,0,2,2,4
10007,1,2,0,3,1,1,0,0,0
10008,2,0,0,2,0,0,0,0,0
10009,0,1,2,2,0,1,1,1,4
10010,0,1,0,2,1,1,1,1,4
10011,0,1,1,1,0,1,1,0,0
10012,2,2,1,1,1,1,0,1,3
10013,2,2,1,3,1,0,1,0,0
10014,2,0,2,1,1,0,1,2,4
10015,1,4,2,1,2,1,0,2,3
10016,0,1,2,3,2,0,1,2,4
10017,0,2,2,3,0,1,1,0,0
10018,0,0,1,2,0,0,1,2,4
10019,2,2,2,2,0,1,2,1,3
10020,0,1,2,3,1,0,1,1,4
10021,0,0,2,0,1,1,0,2,4
10022,1,1,2,3,2,0,1,2,4
10023,2,4,2,2,2,1,0,2,3
10024,1,0,2,0,0,1,2,1,4
10025,0,1,1,3,0,0,2,1,4
10026,1,0,1,1,2,1,0,0,0
10027,1,4,0,1,2,1,2,0,0
10028,2,2,2,0,1,1,0,0,0
10029,2,2,2,0,0,1,1,1,3
10030,0,1,2,1,0,0,1,1,3
10031,0,3,1,1,2,1,0,2,3
10032,0,2,1,2,0,0,2,0,0
10033,2,3,0,0,2,0,0,0,0
10034,0,2,0,2,2,1,2,2,4
10035,0,2,0,1,1,1,0,0,0
10036,0,1,2,3,2,0,0,1,4
10037,1,1,0,3,2,0,0,0,0
10038,0,2,2,1,1,1,1,2,4
10039,0,0,1,3,0,1,1,2,4
10040,2,0,2,1,1,0,2,2,4
10041,0,1,0,1,2,0,0,1,4
10042,1,0,1,2,2,0,2,0,0
10043,2,3,2,0,0,1,0,1,3
10044,1,0,0,0,2,1,0,0,0
10045,2,1,2,0,2,0,0,1,4
10046,2,4,1,3,0,0,0,1,3
10047,0,0,2,3,2,1,2,1,3
10048,0,1,0,1,2,0,1,1,3
10049,1,3,0,0,2,0,1,1,3
10050,0,2,2,2,1,1,2,0,0
10051,1,0,2,2,2,1,1,1,3
10052,0,2,2,0,1,0,0,2,4
10053,2,1,1,2,1,1,1,2,4
10054,2,3,1,3,0,1,2,0,0
10055,1,4,1,1,2,1,1,0,0
10056,1,4,2,2,2,1,2,1,2
10057,2,3,0,3,1,1,1,0,0
10058,0,3,2,1,2,1,2,1,3
10059,0,0,2,2,0,1,2,1,4
10060,1,0,0,3,0,0,0,0,0
10061,0,2,0,3,0,0,0,1,4
10062,1,2,2,3,2,1,1,1,3
10063,0,3,0,1,1,0,1,1,3
10064,1,3,1,1,1,0,2,1,3
10065,1,4,2,3,2,0,1,1,3
10066,2,3,0,2,0,0,1,0,0
10067,0,0,0,3,1,1,1,0,0
10068,1,2,2,2,1,1,0,2,3
10069,0,2,2,3,1,1,0,1,4
10070,1,1,1,3,0,1,1,0,0
10071,1,1,2,0,0,1,0,1,4
10072,1,1,2,0,2,1,0,1,4
10073,0,3,0,3,2,1,0,2,3
10074,0,0,1,0,0,0,0,2,4
10075,2,3,2,1,0,0,1,2,3
10076,2,1,2,0,2,0,0,0,0
10077,1,0,2,2,0,0,2,2,4
10078,2,2,2,0,1,0,0,1,3
10079,2,2,2,2,0,1,0,0,0
10080,0,1,2,0,1,1,1,0,0
10081,0,4,1,2,0,0,0,0,0
10082,0,4,2,0,0,0,0,1,4
10083,2,1,2,0,0,0,2,1,3
10084,1,2,1,2,1,0,0,2,4
10085,2,2,0,3,2,1,2,0,0
10086,1,2,0,0,0,1,0,1,4
10087,0,2,2,3,1,1,0,1,4
10088,1,2,2,2,0,0,0,0,0
10089,0,1,0,0,1,1,1,2,4
10090,0,3,2,2,2,0,0,2,3
10091,1,1,0,0,1,1,0,2,4
10092,2,4,1,1,0,0,1,2,3
10093,0,0,0,0,2,1,0,1,4
10094,2,0,0,2,2,1,1,2,4
10096,0,3,2,1,0,1,0,0,0
10097,1,4,2,0,0,0,0,2,3
10098,0,3,2,2,1,0,1,2,3
10099,0,3,0,3,0,0,1,0,0
10100,0,4,2,0,1,1,0,2,4
10101,1,3,2,0,0,0,2,2,3
10103,0,1,2,1,0,1,0,0,0
10104,0,0,2,0,2,0,1,0,0
10105,0,0,2,2,2,1,1,0,0
10106,1,2,1,2,1,0,0,1,4
10107,2,2,0,3,2,1,1,0,0
10108,0,2,1,2,1,0,1,1,4
10109,0,1,2,1,0,1,2,2,4
10110,1,3,2,2,1,1,2,0,0
10111,0,2,2,0,2,0,0,1,4
10112,0,3,2,2,1,0,0,1,3
10113,1,0,2,1,0,0,0,1,4
10114,0,4,2,1,1,1,2,2,3
10115,0,2,2,2,0,1,2,0,0
10116,1,2,0,1,1,0,0,2,3
10117,2,1,2,0,0,1,2,2,4
10118,2,4,1,0,2,0,1,1,3
10119,0,2,0,0,0,1,1,1,4
10120,2,3,1,3,1,0,2,1,3
10121,0,2,0,1,0,0,2,0,0
10122,2,4,2,0,1,1,2,2,3
10123,1,1,0,3,0,1,1,0,0
10124,1,0,2,0,0,0,0,0,0
10125,1,3,0,3,0,1,2,0,0
10126,1,4,2,3,1,0,1,1,3
10127,0,4,0,0,0,0,0,2,4
10128,1,1,2,3,0,1,1,1,4
10129,0,1,2,0,2,0,2,0,0
10130,1,3,1,2,0,1,1,2,3
10131,0,4,2,1,2,1,0,2,3
10132,0,1,1,3,0,1,2,0,0
10133,2,0,2,1,0,0,2,0,0
10134,0,2,2,3,1,1,1,1,4
10135,2,4,2,3,0,0,0,1,3
10136,1,1,0,0,2,1,0,1,4
10137,0,3,0,2,0,0,0,0,0
10138,0,0,2,3,1,1,0,0,0
10139,2,1,0,1,0,1,0,2,4
10140,2,0,0,2,1,1,2,2,4
10141,1,2,2,0,0,1,2,2,4
10142,2,3,2,0,2,1,1,2,3
10143,0,3,2,0,2,0,2,0,0
10144,2,0,2,0,1,0,2,2,4
10145,2,4,1,0,2,0,0,1,3
10146,0,3,1,3,0,1,2,2,4
10147,2,0,0,1,2,1,0,1,4
